seed,scenario,scenario_label,agent_id,policy_class_name,score,infrastructure,production_sites,advanced_sites,innovation
500011,hoarding,Hoarding,3,HoardingTradePolicy,6,3,0,0,9
500011,hoarding,Hoarding,4,HoardingTradePolicy,27,7,0,3,5
500011,mixed,Mixed,0,CompetitiveTradePolicy,22,11,0,2,3
500011,mixed,Mixed,1,FairnessSensitiveTradePolicy,22,6,1,2,3
500011,mixed,Mixed,2,HoardingTradePolicy,17,7,2,1,6
500011,mixed,Mixed,3,SelfishTradePolicy,17,4,1,1,6
500011,mixed,Mixed,4,CooperativeTradePolicy,14,4,1,1,4
500011,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,38,12,1,4,4
500011,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,39,13,3,3,5
500011,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,30,8,1,3,5
500011,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,27,8,0,3,5
500011,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,22,6,0,2,7
500011,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,30,12,0,3,3
500011,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,21,10,1,2,2
500011,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,27,7,0,3,4
500011,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,9,4,1,0,8
500011,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,18,6,0,2,2
500012,need_based,Need-based,0,NeedBasedTradePolicy,30,10,0,3,6
500012,need_based,Need-based,1,NeedBasedTradePolicy,39,16,3,3,3
500012,need_based,Need-based,2,NeedBasedTradePolicy,9,5,2,0,4
500012,need_based,Need-based,3,NeedBasedTradePolicy,28,11,3,2,6
500012,need_based,Need-based,4,NeedBasedTradePolicy,25,9,2,2,3
500012,cooperative,Cooperative,0,CooperativeTradePolicy,17,8,2,1,3
500012,cooperative,Cooperative,1,CooperativeTradePolicy,38,12,1,4,3
500012,cooperative,Cooperative,2,CooperativeTradePolicy,14,5,0,1,4
500012,cooperative,Cooperative,3,CooperativeTradePolicy,38,14,0,4,4
500012,cooperative,Cooperative,4,CooperativeTradePolicy,25,9,2,2,4
500012,hoarding,Hoarding,0,HoardingTradePolicy,17,8,2,1,6
500012,hoarding,Hoarding,1,HoardingTradePolicy,29,8,1,3,2
500012,hoarding,Hoarding,2,HoardingTradePolicy,17,4,1,1,6
500012,hoarding,Hoarding,3,HoardingTradePolicy,33,12,1,3,5
500012,hoarding,Hoarding,4,HoardingTradePolicy,18,9,0,2,2
500012,mixed,Mixed,0,HoardingTradePolicy,25,6,1,2,5
500012,mixed,Mixed,1,CooperativeTradePolicy,26,16,4,1,3
500012,mixed,Mixed,2,CompetitiveTradePolicy,19,7,0,2,4
500012,mixed,Mixed,3,SelfishTradePolicy,33,10,2,3,4
500012,mixed,Mixed,4,FairnessSensitiveTradePolicy,24,10,2,2,2
500012,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,27,9,0,3,5
500012,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,35,11,2,3,2
500012,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,9,5,2,0,3
500012,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,28,9,2,2,9
500012,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,22,7,1,2,5
500012,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,9,5,2,0,5
500012,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,26,12,4,1,6
500012,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,14,4,0,1,8
500012,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,33,10,2,3,5
500012,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,14,8,1,1,3
500013,need_based,Need-based,0,NeedBasedTradePolicy,47,15,3,4,4
500013,need_based,Need-based,1,NeedBasedTradePolicy,35,11,0,4,3
500013,need_based,Need-based,2,NeedBasedTradePolicy,26,7,0,3,2
500013,need_based,Need-based,3,NeedBasedTradePolicy,38,12,1,4,4
500013,need_based,Need-based,4,NeedBasedTradePolicy,33,10,1,3,5
500013,cooperative,Cooperative,0,CooperativeTradePolicy,33,9,1,3,5
500013,cooperative,Cooperative,1,CooperativeTradePolicy,30,10,1,3,4
500013,cooperative,Cooperative,2,CooperativeTradePolicy,27,7,0,3,5
500013,cooperative,Cooperative,3,CooperativeTradePolicy,39,13,3,3,3
500013,cooperative,Cooperative,4,CooperativeTradePolicy,34,10,0,4,2
500013,hoarding,Hoarding,0,HoardingTradePolicy,31,14,3,2,3
500013,hoarding,Hoarding,1,HoardingTradePolicy,22,8,1,2,3
500013,hoarding,Hoarding,2,HoardingTradePolicy,9,6,2,0,4
500013,hoarding,Hoarding,3,HoardingTradePolicy,31,12,3,2,11
500013,hoarding,Hoarding,4,HoardingTradePolicy,21,9,1,2,2
500013,mixed,Mixed,0,HoardingTradePolicy,30,8,1,3,6
500013,mixed,Mixed,1,CompetitiveTradePolicy,26,7,0,3,2
500013,mixed,Mixed,2,SelfishTradePolicy,14,7,1,1,7
500013,mixed,Mixed,3,CooperativeTradePolicy,38,18,0,4,3
500013,mixed,Mixed,4,FairnessSensitiveTradePolicy,17,5,1,1,7
500013,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,47,16,3,4,5
500013,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,28,11,3,2,5
500013,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,17,7,2,1,5
500013,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,36,14,3,3,3
500013,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,33,9,1,3,6
500013,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,36,13,2,3,6
500013,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,27,8,0,3,5
500013,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,25,6,1,2,8
500013,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,27,8,0,3,3
500013,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,25,9,2,2,3
500014,need_based,Need-based,0,NeedBasedTradePolicy,15,8,3,0,8
500014,need_based,Need-based,1,NeedBasedTradePolicy,31,13,3,2,7
500014,need_based,Need-based,2,NeedBasedTradePolicy,22,8,1,2,6
500014,need_based,Need-based,3,NeedBasedTradePolicy,27,7,0,3,6
500014,need_based,Need-based,4,NeedBasedTradePolicy,30,10,1,3,3
500014,cooperative,Cooperative,0,CooperativeTradePolicy,27,7,0,3,6
500014,cooperative,Cooperative,1,CooperativeTradePolicy,15,8,4,0,3
500014,cooperative,Cooperative,2,CooperativeTradePolicy,11,6,0,1,8
500014,cooperative,Cooperative,3,CooperativeTradePolicy,17,5,1,1,9
500014,cooperative,Cooperative,4,CooperativeTradePolicy,33,12,1,3,4
500014,hoarding,Hoarding,0,HoardingTradePolicy,25,9,1,2,4
500014,hoarding,Hoarding,1,HoardingTradePolicy,17,7,2,1,4
500014,hoarding,Hoarding,2,HoardingTradePolicy,9,2,1,0,9
500014,hoarding,Hoarding,3,HoardingTradePolicy,14,6,1,1,8
500014,hoarding,Hoarding,4,HoardingTradePolicy,14,8,1,1,5
500014,mixed,Mixed,0,CompetitiveTradePolicy,17,8,2,1,6
500014,mixed,Mixed,1,FairnessSensitiveTradePolicy,41,14,1,4,5
500014,mixed,Mixed,2,SelfishTradePolicy,6,6,1,0,6
500014,mixed,Mixed,3,CooperativeTradePolicy,22,6,0,2,6
500014,mixed,Mixed,4,HoardingTradePolicy,17,8,2,1,5
500014,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,30,8,1,3,4
500014,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,34,13,4,2,5
500014,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,22,11,1,2,3
500014,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,17,6,2,1,6
500014,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,14,4,0,1,9
500014,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,14,7,1,1,5
500014,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,17,9,2,1,6
500014,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,5,1,0,5
500014,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,17,6,1,1,9
500014,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,22,10,0,2,3
500015,need_based,Need-based,0,NeedBasedTradePolicy,32,22,1,3,2
500015,need_based,Need-based,1,NeedBasedTradePolicy,17,8,2,1,3
500015,need_based,Need-based,2,NeedBasedTradePolicy,28,11,1,3,1
500015,need_based,Need-based,3,NeedBasedTradePolicy,34,9,0,4,2
500015,need_based,Need-based,4,NeedBasedTradePolicy,20,10,2,1,5
500015,cooperative,Cooperative,0,CooperativeTradePolicy,26,13,4,1,3
500015,cooperative,Cooperative,1,CooperativeTradePolicy,18,8,0,2,2
500015,cooperative,Cooperative,2,CooperativeTradePolicy,5,9,1,0,2
500015,cooperative,Cooperative,3,CooperativeTradePolicy,30,12,1,3,5
500015,cooperative,Cooperative,4,CooperativeTradePolicy,22,5,0,2,5
500015,hoarding,Hoarding,0,HoardingTradePolicy,40,14,1,4,2
500015,hoarding,Hoarding,1,HoardingTradePolicy,18,14,5,0,5
500015,hoarding,Hoarding,2,HoardingTradePolicy,15,8,3,0,6
500015,hoarding,Hoarding,3,HoardingTradePolicy,45,13,1,5,2
500015,hoarding,Hoarding,4,HoardingTradePolicy,6,4,1,0,5
500015,mixed,Mixed,0,HoardingTradePolicy,34,14,2,3,1
500015,mixed,Mixed,1,CompetitiveTradePolicy,16,13,5,0,1
500015,mixed,Mixed,2,FairnessSensitiveTradePolicy,14,9,1,1,3
500015,mixed,Mixed,3,SelfishTradePolicy,22,6,0,2,8
500015,mixed,Mixed,4,CooperativeTradePolicy,6,6,1,0,6
500015,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,31,20,1,3,1
500015,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,12,9,3,0,4
500015,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,13,12,1,1,2
500015,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,30,12,1,3,3
500015,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,22,4,0,2,7
500015,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,29,15,5,1,3
500015,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,6,8,1,0,4
500015,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,8,1,0,3
500015,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,30,8,0,3,8
500015,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,17,10,2,1,5
500016,need_based,Need-based,0,NeedBasedTradePolicy,35,13,0,4,5
500016,need_based,Need-based,1,NeedBasedTradePolicy,42,12,0,5,2
500016,need_based,Need-based,2,NeedBasedTradePolicy,14,4,0,1,5
500016,need_based,Need-based,3,NeedBasedTradePolicy,40,14,1,4,2
500016,need_based,Need-based,4,NeedBasedTradePolicy,27,9,0,3,3
500016,cooperative,Cooperative,0,CooperativeTradePolicy,39,13,3,3,5
500016,cooperative,Cooperative,1,CooperativeTradePolicy,13,6,1,1,2
500016,cooperative,Cooperative,2,CooperativeTradePolicy,38,12,0,4,6
500016,cooperative,Cooperative,3,CooperativeTradePolicy,17,6,2,1,6
500016,cooperative,Cooperative,4,CooperativeTradePolicy,38,12,1,4,5
500016,hoarding,Hoarding,0,HoardingTradePolicy,25,10,2,2,4
500016,hoarding,Hoarding,1,HoardingTradePolicy,20,6,2,1,8
500016,hoarding,Hoarding,2,HoardingTradePolicy,6,4,1,0,5
500016,hoarding,Hoarding,3,HoardingTradePolicy,30,9,1,3,5
500016,hoarding,Hoarding,4,HoardingTradePolicy,38,12,0,4,3
500016,mixed,Mixed,0,SelfishTradePolicy,33,10,2,3,3
500016,mixed,Mixed,1,CooperativeTradePolicy,22,8,1,2,7
500016,mixed,Mixed,2,FairnessSensitiveTradePolicy,12,5,2,0,9
500016,mixed,Mixed,3,CompetitiveTradePolicy,40,13,1,4,2
500016,mixed,Mixed,4,HoardingTradePolicy,17,9,2,1,3
500016,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,44,13,2,4,5
500016,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,33,12,2,3,5
500016,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,6,3,1,0,7
500016,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,28,11,3,2,6
500016,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,25,8,1,2,8
500016,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,36,12,2,3,5
500016,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,18,4,0,2,2
500016,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,28,9,2,2,9
500016,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,38,12,1,4,3
500016,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,14,10,1,1,4
500017,need_based,Need-based,0,NeedBasedTradePolicy,27,8,0,3,6
500017,need_based,Need-based,1,NeedBasedTradePolicy,25,8,0,3,1
500017,need_based,Need-based,2,NeedBasedTradePolicy,14,7,1,1,3
500017,need_based,Need-based,3,NeedBasedTradePolicy,34,14,3,2,6
500017,need_based,Need-based,4,NeedBasedTradePolicy,17,6,2,1,6
500017,cooperative,Cooperative,0,CooperativeTradePolicy,30,9,1,3,5
500017,cooperative,Cooperative,1,CooperativeTradePolicy,13,7,1,1,2
500017,cooperative,Cooperative,2,CooperativeTradePolicy,14,7,0,1,5
500017,cooperative,Cooperative,3,CooperativeTradePolicy,17,9,2,1,4
500017,cooperative,Cooperative,4,CooperativeTradePolicy,30,14,0,3,3
500017,hoarding,Hoarding,0,HoardingTradePolicy,19,7,0,2,4
500017,hoarding,Hoarding,1,HoardingTradePolicy,28,10,3,2,6
500017,hoarding,Hoarding,2,HoardingTradePolicy,22,6,1,2,3
500017,hoarding,Hoarding,3,HoardingTradePolicy,15,7,3,0,7
500017,hoarding,Hoarding,4,HoardingTradePolicy,17,11,1,1,3
500017,mixed,Mixed,0,SelfishTradePolicy,17,7,2,1,5
500017,mixed,Mixed,1,CooperativeTradePolicy,22,9,1,2,3
500017,mixed,Mixed,2,FairnessSensitiveTradePolicy,20,6,2,1,7
500017,mixed,Mixed,3,CompetitiveTradePolicy,23,10,3,1,6
500017,mixed,Mixed,4,HoardingTradePolicy,25,10,2,2,4
500017,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,19,10,0,2,5
500017,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,20,7,2,1,9
500017,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,12,7,3,0,5
500017,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,36,11,2,3,5
500017,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,9,8,2,0,6
500017,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,19,8,0,2,5
500017,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,20,6,2,1,6
500017,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,14,6,1,1,4
500017,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,17,8,2,1,5
500017,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,20,16,2,1,4
500018,need_based,Need-based,0,NeedBasedTradePolicy,17,6,1,1,6
500018,need_based,Need-based,1,NeedBasedTradePolicy,30,11,1,3,3
500018,need_based,Need-based,2,NeedBasedTradePolicy,36,13,0,4,1
500018,need_based,Need-based,3,NeedBasedTradePolicy,22,8,1,2,4
500018,need_based,Need-based,4,NeedBasedTradePolicy,22,6,1,2,5
500018,cooperative,Cooperative,0,CooperativeTradePolicy,28,12,2,2,5
500018,cooperative,Cooperative,1,CooperativeTradePolicy,6,6,1,0,4
500018,cooperative,Cooperative,2,CooperativeTradePolicy,17,10,2,1,3
500018,cooperative,Cooperative,3,CooperativeTradePolicy,14,3,0,1,7
500018,cooperative,Cooperative,4,CooperativeTradePolicy,6,2,1,0,4
500018,hoarding,Hoarding,0,HoardingTradePolicy,22,8,1,2,3
500018,hoarding,Hoarding,1,HoardingTradePolicy,6,10,0,0,3
500018,hoarding,Hoarding,2,HoardingTradePolicy,14,4,1,1,6
500018,hoarding,Hoarding,3,HoardingTradePolicy,33,10,1,3,11
500018,hoarding,Hoarding,4,HoardingTradePolicy,25,10,2,2,5
500018,mixed,Mixed,0,FairnessSensitiveTradePolicy,41,14,1,4,6
500018,mixed,Mixed,1,CompetitiveTradePolicy,9,9,2,0,3
500018,mixed,Mixed,2,SelfishTradePolicy,24,11,2,2,2
500018,mixed,Mixed,3,HoardingTradePolicy,25,6,1,2,8
500018,mixed,Mixed,4,CooperativeTradePolicy,14,9,1,1,3
500018,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,17,6,1,1,5
500018,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,19,7,0,2,5
500018,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,33,9,1,3,3
500018,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,27,7,0,3,5
500018,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,22,6,1,2,4
500018,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,12,11,2,0,4
500018,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,14,7,1,1,5
500018,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,30,10,1,3,3
500018,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,19,4,0,2,5
500018,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,14,4,0,1,7
500019,need_based,Need-based,0,NeedBasedTradePolicy,27,7,0,3,3
500019,need_based,Need-based,1,NeedBasedTradePolicy,25,10,2,2,4
500019,need_based,Need-based,2,NeedBasedTradePolicy,22,7,0,2,7
500019,need_based,Need-based,3,NeedBasedTradePolicy,22,6,1,2,5
500019,need_based,Need-based,4,NeedBasedTradePolicy,30,11,0,3,3
500019,cooperative,Cooperative,0,CooperativeTradePolicy,17,8,0,2,1
500019,cooperative,Cooperative,1,CooperativeTradePolicy,49,16,1,5,4
500019,cooperative,Cooperative,2,CooperativeTradePolicy,22,4,0,2,4
500019,cooperative,Cooperative,3,CooperativeTradePolicy,27,7,0,3,3
500019,cooperative,Cooperative,4,CooperativeTradePolicy,14,8,1,1,3
500019,hoarding,Hoarding,0,HoardingTradePolicy,14,5,1,1,7
500019,hoarding,Hoarding,1,HoardingTradePolicy,25,13,4,1,2
500019,hoarding,Hoarding,2,HoardingTradePolicy,14,7,1,1,3
500019,hoarding,Hoarding,3,HoardingTradePolicy,25,6,1,2,9
500019,hoarding,Hoarding,4,HoardingTradePolicy,25,13,3,2,0
500019,mixed,Mixed,0,CompetitiveTradePolicy,17,4,1,1,6
500019,mixed,Mixed,1,CooperativeTradePolicy,22,10,1,2,4
500019,mixed,Mixed,2,FairnessSensitiveTradePolicy,22,6,1,2,5
500019,mixed,Mixed,3,SelfishTradePolicy,25,8,2,2,5
500019,mixed,Mixed,4,HoardingTradePolicy,17,10,1,1,3
500019,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,6,2,1,0,5
500019,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,31,12,3,2,3
500019,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,14,5,1,1,6
500019,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,20,8,2,1,9
500019,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,17,7,2,1,5
500019,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,11,8,0,1,3
500019,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,47,16,3,4,3
500019,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,4,1,0,6
500019,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,30,7,0,3,7
500019,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,6,5,1,0,4
500020,need_based,Need-based,0,NeedBasedTradePolicy,29,13,1,3,2
500020,need_based,Need-based,1,NeedBasedTradePolicy,29,15,3,2,1
500020,need_based,Need-based,2,NeedBasedTradePolicy,14,5,1,1,4
500020,need_based,Need-based,3,NeedBasedTradePolicy,25,8,2,2,6
500020,need_based,Need-based,4,NeedBasedTradePolicy,20,8,2,1,9
500020,cooperative,Cooperative,0,CooperativeTradePolicy,31,10,3,2,6
500020,cooperative,Cooperative,1,CooperativeTradePolicy,29,9,1,3,2
500020,cooperative,Cooperative,2,CooperativeTradePolicy,15,8,2,1,1
500020,cooperative,Cooperative,3,CooperativeTradePolicy,36,13,2,3,4
500020,cooperative,Cooperative,4,CooperativeTradePolicy,11,3,0,1,4
500020,hoarding,Hoarding,0,HoardingTradePolicy,47,14,2,4,9
500020,hoarding,Hoarding,1,HoardingTradePolicy,17,8,2,1,6
500020,hoarding,Hoarding,2,HoardingTradePolicy,27,7,0,3,5
500020,hoarding,Hoarding,3,HoardingTradePolicy,14,5,1,1,5
500020,hoarding,Hoarding,4,HoardingTradePolicy,6,6,1,0,3
500020,mixed,Mixed,0,CooperativeTradePolicy,14,9,1,1,6
500020,mixed,Mixed,1,HoardingTradePolicy,34,18,2,3,1
500020,mixed,Mixed,2,CompetitiveTradePolicy,14,8,1,1,5
500020,mixed,Mixed,3,SelfishTradePolicy,12,5,2,0,10
500020,mixed,Mixed,4,FairnessSensitiveTradePolicy,17,10,2,1,7
500020,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,17,7,2,1,5
500020,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,26,14,2,2,1
500020,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,22,7,1,2,3
500020,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,14,7,1,1,5
500020,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,23,10,3,1,6
500020,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,30,9,1,3,8
500020,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,13,14,0,1,2
500020,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,8,9,2,0,2
